time,delta_f,P_BESS,P_Wind,SoH,Shortfall
244,0.339323825928495,16.3633876146566,0.623194029373908,0.545446253821886,0.60926251804683
245,0.339127027259944,16.3143710134721,0.662213659502131,0.543812367115737,0.648389078782301
246,0.338931745004967,16.2655012417369,0.701163485020566,0.542183374724564,0.687445029644444
247,0.338737967498864,16.2167778596227,0.740043353703396,0.540559261987424,0.726430223815768
248,0.338545683172836,16.1682004286187,0.7788531165267,0.538940014287291,0.765344517682973
249,0.338354880556729,16.1197685115278,0.817592627698071,0.537325617050927,0.804187770797554
250,0.338165548244668,16.0714816724623,0.856261744538184,0.535716055748743,0.842959845873732
251,0.337977674935874,16.0233394768404,0.894860327489748,0.534111315894678,0.881660608714729
252,0.337791249411307,15.9753414913819,0.933388240098766,0.532511383046063,0.920289928213817
253,0.337606260533729,15.9274872841047,0.971845348941512,0.53091624280349,0.958847676313109
254,0.337422697259987,15.8797764243206,1.01023152366409,0.529325880810688,0.997333727965296
255,0.337240548623891,15.8322084826316,1.04854663690563,0.527740282754386,1.03574796112834
256,0.337059803744189,15.7847830309258,1.08679056424623,0.526159434364193,1.07409025670339
257,0.33688045183774,15.7374996423752,1.12496318432597,0.524583321412508,1.11236049853968
258,0.336702482175288,15.6903578914278,1.16306437868879,0.523011929714259,1.15055857345816
259,0.336525884125305,15.6433573538073,1.20109403149572,0.521445245126908,1.18868437102476
260,0.336350647139183,15.5964976065086,1.23905202994726,0.519883253550285,1.22673778361056
261,0.336176760748852,15.5497782277936,1.27693826410234,0.518325940926454,1.26471870644088
262,0.336004214572488,15.5031987971877,1.31475262685147,0.51677329323959,1.30262703756875
263,0.335832998294888,15.4567588954757,1.35249501385793,0.515225296515855,1.34046267781987
264,0.335663101684575,15.410458104698,1.39016532352074,0.513681936823268,1.37822553074335
265,0.335494514591395,15.3642960081474,1.42776345696396,0.512143200271579,1.41591550258626
266,0.335327226941562,15.3182721903645,1.4652893180088,0.510609073012151,1.4535325022726
267,0.335161228736397,15.2723862371348,1.50274281315191,0.509079541237828,1.49107644136832
268,0.334996510058022,15.2266377354844,1.54012385154377,0.507554591182813,1.52854723406866
269,0.334833061061318,15.1810262736763,1.57743234495559,0.506034209122545,1.56594479716669
270,0.334670871975223,15.1355514412073,1.61466820774907,0.504518381373575,1.60326905001963
271,0.33450993310904,15.0902128288033,1.65183135683438,0.503007094293445,1.64051991452632
272,0.334350234840475,15.0450100284168,1.68892171170783,0.501500334280559,1.67769731510834
273,0.334191767627817,14.999942633222,1.72593919437661,0.499998087774068,1.71480117868258
274,0.33403452199241,14.9550102376123,1.76288372935235,0.498500341253742,1.75183143464299
275,0.333878488537742,14.9102124371956,1.79975524355882,0.497007081239854,1.7887880148114
276,0.333723657938362,14.8655488287915,1.83655366644767,0.495518294293052,1.82567085344185
277,0.333570020933804,14.8210190104273,1.87327892985974,0.494033967014244,1.86247988717679
278,0.333417568336641,14.7766225813342,1.90993096803076,0.492554086044474,1.89921505504013
279,0.333266291038098,14.7323591419441,1.94650971756379,0.491078638064805,1.93587629839127
280,0.333116179989229,14.6882282938858,1.98301511745198,0.489607609796193,1.97246356092457
281,0.332967226214087,14.6442296399813,2.01944710896559,0.488140987999377,2.00897678861913
282,0.332819420807445,14.6003627842424,2.05580563571597,0.486678759474747,2.04541592973871
283,0.332672754932511,14.5566273318672,2.09209064358833,0.485220911062239,2.08178093480235
284,0.332527219814399,14.5130228892362,2.12830208073156,0.483767429641206,2.11807175655554
285,0.332382806751352,14.4695490639092,2.16443989751029,0.482318302130305,2.15428834996069
286,0.332239507105259,14.4262054646214,2.20050404653517,0.480873515487381,2.19043067214928
287,0.332097312307328,14.3829917012802,2.23649448258906,0.479433056709342,2.2264986824299
288,0.331956213856099,14.3399073849615,2.27241116262678,0.47799691283205,2.26249234225024
289,0.331816203307939,14.296952127906,2.30825404574486,0.476565070930201,2.29841161516814
290,0.331677272288544,14.2541255435163,2.34402309320255,0.47513751811721,2.33425646684324
291,0.331539412487197,14.2114272463527,2.37971826831674,0.473714241545088,2.37002686501599
292,0.331402615660287,14.1688568521302,2.41533953649911,0.472295228404339,2.40572277947412
293,0.331266873620545,14.126413977715,2.4508868652536,0.470880465923834,2.44134418204205
294,0.331132178251431,14.084098241121,2.48636022408103,0.469469941370701,2.47689104654969
295,0.330998521490899,14.0419092615063,2.52175958454829,0.46806364205021,2.51236334882655
296,0.330865895344618,13.9998466591697,2.55708492019799,0.466661555305657,2.5477610666754
297,0.330734291881335,13.9579100555476,2.59233620654857,0.465263668518254,2.58308417984099
298,0.33060370321783,13.9160990732103,2.62751342107871,0.463869969107008,2.61833267000171
299,0.330474121548996,13.8744133358585,2.66261654320349,0.462480444528617,2.6535065207345
300,0.330345539116028,13.8328524683204,2.69764555428297,0.461095082277348,2.68860571752503
301,0.330217948229355,13.791416096548,2.73260043753657,0.459713869884933,2.72363024771958
302,0.330091341254457,13.7501038476135,2.76748117809863,0.45833679492045,2.75858010051094
303,0.329965710601454,13.7089153497065,2.80228776293531,0.456963844990216,2.79345526693281
304,0.329841048772794,13.6678502321301,2.83702018085925,0.455595007737671,2.82825573981436
305,0.32971734829455,13.6269081252982,2.87167842253734,0.454230270843274,2.86298151379947
306,0.329594601765792,13.5860886607314,2.90626248038741,0.45286962202438,2.89763258529316
307,0.329472801839287,13.5453914710543,2.94077234862671,0.451513049035142,2.93220895245008
308,0.329351941233552,13.5048161899918,2.97520802324751,0.450160539666393,2.96671061516355
309,0.329232012705299,13.4643624523663,3.00956950201138,0.448812081745542,3.00113757505289
310,0.329113009075183,13.4240298940936,3.04385678436229,0.447467663136455,3.03548983544368
311,0.328994923231452,13.3838181521807,3.07806987147357,0.446127271739357,3.06976740132886
312,0.328877748090939,13.3437268647215,3.11220876622759,0.444790895490717,3.10397027937341
313,0.328761476649037,13.3037556708942,3.14627347310146,0.44345852236314,3.13809847786762
314,0.328646101943408,13.2639042109577,3.18026399836077,0.442130140365258,3.17215200675338
315,0.328531617063121,13.2241721262487,3.21418034978132,0.440805737541625,3.2061308775787
316,0.328418015160831,13.1845590591781,3.2480225368429,0.439485301972604,3.24003510347768
317,0.328305289435399,13.1450646532281,3.2817905705836,0.43816882177427,3.27386469916618
318,0.328193433127016,13.1056885529487,3.31548446364526,0.436856285098289,3.30761968091816
319,0.328082439549743,13.0664304039547,3.34910423023098,0.435547680131824,3.34130006654183
320,0.327972302055751,13.0272898529226,3.38264988610701,0.43424299509742,3.37490587538231
321,0.327863014049157,12.9882665475871,3.41612144857074,0.432942218252905,3.40843712829069
322,0.327754568984578,12.9493601367383,3.44951893642011,0.431645337891276,3.44189384760375
323,0.327646960370359,12.9105702702181,3.48284236999509,0.430352342340603,3.47527605714162
324,0.327540181763164,12.8718965989175,3.51609177105778,0.429063219963915,3.50858378218363
325,0.327434226769424,12.8333387747732,3.54926716287573,0.427777959159105,3.54181704943439
326,0.3273290890415,12.7948964507645,3.58236857020973,0.426496548358815,3.57497588704292
327,0.327224762284151,12.7565692809102,3.6153960192021,0.425218976030339,3.60806032458531
328,0.327121240247369,12.7183569202656,3.6483495374152,0.423945230675518,3.64107039300786
329,0.32701851673575,12.6802590249191,3.68122915384065,0.422675300830636,3.67400612464015
330,0.326916585598841,12.6422752519895,3.71403489886655,0.421409175066316,3.70686755318393
331,0.326815440720268,12.6044052596225,3.74676680424104,0.420146841987416,3.73965471369522
332,0.326715076052275,12.5666487069879,3.77942490306375,0.418888290232931,3.77236764255703
333,0.326615485582588,12.5290052542766,3.81200922979131,0.417633508475886,3.80500637747539
334,0.326516663344684,12.4914745626971,3.8445198202108,0.416382485423236,3.83757095745653
335,0.326418603417972,12.454056294473,3.87695671141712,0.415135209815767,3.8700614228041
336,0.326321299925458,12.4167501128396,3.90931994179939,0.413891670427988,3.90247781509268
337,0.326224747046344,12.3795556820411,3.94160955103088,0.412651856068038,3.93482017714976
338,0.326128938992243,12.3424726673273,3.97382558009433,0.411415755577577,3.96708855306474
339,0.326033870024434,12.3055007349508,4.00596807117546,0.410183357831695,3.99928298815359
340,0.32593953444609,12.2686395521641,4.03803706773659,0.408954651738802,4.03140352895557
341,0.32584592660711,12.2318887872161,4.07003261443607,0.407729626240536,4.0634502231999
342,0.325753040901589,12.1952481093498,4.10195475716968,0.40650827031166,4.09542311981718
343,0.325660871758621,12.1587171887988,4.13380354303452,0.40529057295996,4.12732226891539
344,0.325569413663251,12.1222956967846,4.16557902029864,0.404076523226153,4.15914772176084
345,0.325478661128836,12.0859833055135,4.19728123841001,0.402866110183783,4.19089953076836
346,0.325388608724347,12.0497796881738,4.22891024797647,0.401659322939126,4.222577749495
347,0.325299251049688,12.0136845189326,4.26046610075903,0.400456150631086,4.25418243261316
348,0.325210582752028,11.9776974729331,4.29194884962479,0.399256582431104,4.28571363591755
349,0.325122598520527,11.9418182262918,4.32335854857329,0.398060607543061,4.317171416283
350,0.325035293081433,11.9060464560952,4.3546952527171,0.396868215203173,4.34855583167156
351,0.324948661198671,11.870381840397,4.38595901826083,0.395679394679901,4.37986694112823
352,0.324862697689482,11.8348240582156,4.41714990246924,0.394494135273853,4.41110480474563
353,0.324777397393322,11.7993727895306,4.44826796370491,0.393312426317685,4.44226948366864
